TicketNumber,Price,DateOfPurchase,TicketCode
116535,12.0000000000,2019-02-25,1
116536,10.0000000000,2019-02-25,4
116537,12.0000000000,2019-02-25,1
116538,10.0000000000,2019-02-25,3
116539,8.0000000000,2019-02-25,2
116540,8.0000000000,2019-02-25,2
116541,10.0000000000,2019-02-25,3
116542,10.0000000000,2019-02-25,3
116543,8.0000000000,2019-02-25,2
116544,10.0000000000,2019-02-25,3
116545,10.0000000000,2019-02-25,3
116546,12.0000000000,2019-02-25,1
116547,10.0000000000,2019-02-25,4
116548,8.0000000000,2019-02-25,2
116549,12.0000000000,2019-02-25,1
116550,12.0000000000,2019-02-25,1
116551,10.0000000000,2019-02-25,4
116552,8.0000000000,2019-02-25,2
116553,8.0000000000,2019-02-25,2
116554,10.0000000000,2019-02-25,4
116555,10.0000000000,2019-02-25,3
116556,8.0000000000,2019-02-25,2
116557,10.0000000000,2019-02-25,4
116558,10.0000000000,2019-02-25,4
116559,12.0000000000,2019-02-25,1
116560,10.0000000000,2019-02-25,4
116561,10.0000000000,2019-02-25,4
116562,12.0000000000,2019-02-25,1
116563,12.0000000000,2019-02-25,1
116564,10.0000000000,2019-02-25,3
116565,10.0000000000,2019-02-25,4
116566,12.0000000000,2019-02-25,1
116567,12.0000000000,2019-02-25,1
116568,8.0000000000,2019-02-25,2
116569,12.0000000000,2019-02-25,1
116570,12.0000000000,2019-02-25,1
116571,10.0000000000,2019-02-25,3
116572,8.0000000000,2019-02-25,2
116573,12.0000000000,2019-02-25,1
116574,12.0000000000,2019-02-25,1
116575,12.0000000000,2019-02-25,1
116576,8.0000000000,2019-02-25,2
116577,8.0000000000,2019-02-25,2
116578,10.0000000000,2019-02-25,3
116579,8.0000000000,2019-02-25,2
116580,8.0000000000,2019-02-25,2
116581,10.0000000000,2019-02-25,4
116582,10.0000000000,2019-02-25,3
116583,8.0000000000,2019-02-25,2
116584,10.0000000000,2019-02-25,4
116585,10.0000000000,2019-02-25,4
116586,10.0000000000,2019-02-25,4
116587,10.0000000000,2019-02-25,3
116588,12.0000000000,2019-02-25,1
116589,10.0000000000,2019-02-25,4
116590,8.0000000000,2019-02-25,2
116591,12.0000000000,2019-02-25,1
116592,10.0000000000,2019-02-25,4
116593,8.0000000000,2019-02-25,2
116594,8.0000000000,2019-02-25,2
116595,10.0000000000,2019-02-25,3
116596,10.0000000000,2019-02-25,3
116597,8.0000000000,2019-02-26,2
116598,12.0000000000,2019-02-26,1
116599,10.0000000000,2019-02-26,4
116600,8.0000000000,2019-02-26,2
116601,8.0000000000,2019-02-26,2
116602,12.0000000000,2019-02-26,1
116603,8.0000000000,2019-02-26,2
116604,8.0000000000,2019-02-26,2
116605,10.0000000000,2019-02-26,3
116606,8.0000000000,2019-02-26,2
116607,8.0000000000,2019-02-26,2
116608,10.0000000000,2019-02-26,4
116609,12.0000000000,2019-02-26,1
116610,8.0000000000,2019-02-26,2
116611,8.0000000000,2019-02-26,2
116612,10.0000000000,2019-02-26,4
116613,10.0000000000,2019-02-26,4
116614,8.0000000000,2019-02-26,2
116615,12.0000000000,2019-02-26,1
116616,10.0000000000,2019-02-26,3
116617,8.0000000000,2019-02-26,2
116618,12.0000000000,2019-02-26,1
116619,10.0000000000,2019-02-26,3
116620,10.0000000000,2019-02-26,4
116621,8.0000000000,2019-02-26,2
116622,12.0000000000,2019-02-26,1
116623,10.0000000000,2019-02-26,4
116624,8.0000000000,2019-02-26,2
116625,12.0000000000,2019-02-26,1
116626,10.0000000000,2019-02-26,3
116627,10.0000000000,2019-02-26,3
116628,8.0000000000,2019-02-26,2
116629,10.0000000000,2019-02-26,3
116630,8.0000000000,2019-02-26,2
116631,8.0000000000,2019-02-26,2
116632,10.0000000000,2019-02-26,3
116633,10.0000000000,2019-02-26,3
116634,12.0000000000,2019-02-26,1
116635,8.0000000000,2019-02-26,2
116636,10.0000000000,2019-02-26,3
116637,10.0000000000,2019-02-26,3
116638,10.0000000000,2019-02-27,4
116639,10.0000000000,2019-02-27,4
116640,10.0000000000,2019-02-27,3
116641,12.0000000000,2019-02-27,1
116642,10.0000000000,2019-02-27,4
116643,8.0000000000,2019-02-27,2
116644,8.0000000000,2019-02-27,2
116645,12.0000000000,2019-02-27,1
116646,8.0000000000,2019-02-27,2
116647,8.0000000000,2019-02-27,2
116648,10.0000000000,2019-02-27,3
116649,10.0000000000,2019-02-27,3
116650,8.0000000000,2019-02-27,2
116651,10.0000000000,2019-02-27,4
116652,12.0000000000,2019-02-27,1
116653,8.0000000000,2019-02-27,2
116654,8.0000000000,2019-02-27,2
116655,12.0000000000,2019-02-27,1
116656,10.0000000000,2019-02-27,3
116657,10.0000000000,2019-02-27,3
116658,10.0000000000,2019-02-27,4
116659,12.0000000000,2019-02-27,1
116660,10.0000000000,2019-02-27,3
116661,10.0000000000,2019-02-27,3
116662,10.0000000000,2019-02-27,4
116663,10.0000000000,2019-02-27,3
116664,10.0000000000,2019-02-27,3
116665,10.0000000000,2019-02-27,4
116666,10.0000000000,2019-02-27,3
116667,10.0000000000,2019-02-27,3
116668,8.0000000000,2019-02-27,2
116669,10.0000000000,2019-02-27,4
116670,10.0000000000,2019-02-27,3
116671,12.0000000000,2019-02-27,1
116672,12.0000000000,2019-02-27,1
116673,8.0000000000,2019-02-27,2
116674,10.0000000000,2019-02-27,3
116675,12.0000000000,2019-02-27,1
116676,10.0000000000,2019-02-27,4
116677,10.0000000000,2019-02-27,3
116678,8.0000000000,2019-02-27,2
116679,10.0000000000,2019-02-27,4
116680,10.0000000000,2019-02-27,4
116681,12.0000000000,2019-02-27,1
116682,10.0000000000,2019-02-27,4
116683,10.0000000000,2019-02-27,4
116684,12.0000000000,2019-02-27,1
116685,8.0000000000,2019-02-27,2
116686,12.0000000000,2019-02-27,1
116687,10.0000000000,2019-02-27,4
116688,8.0000000000,2019-02-27,2
116689,8.0000000000,2019-02-27,2
116690,8.0000000000,2019-02-27,2
116691,12.0000000000,2019-02-27,1
116692,10.0000000000,2019-02-27,3
116693,8.0000000000,2019-02-27,2
116694,12.0000000000,2019-02-27,1
116695,12.0000000000,2019-02-27,1
116696,10.0000000000,2019-02-27,4
116697,12.0000000000,2019-02-27,1
116698,8.0000000000,2019-02-27,2
116699,12.0000000000,2019-02-27,1
116700,10.0000000000,2019-02-27,3
116701,8.0000000000,2019-02-27,2
116702,8.0000000000,2019-02-27,2
116703,12.0000000000,2019-02-27,1
116704,8.0000000000,2019-02-27,2
116705,12.0000000000,2019-02-27,1
116706,8.0000000000,2019-02-27,2
116707,10.0000000000,2019-02-27,4
116708,10.0000000000,2019-02-27,3
116709,8.0000000000,2019-02-27,2
116710,10.0000000000,2019-02-27,4
116711,10.0000000000,2019-02-27,3
116712,10.0000000000,2019-02-27,3
116713,8.0000000000,2019-02-27,2
116714,12.0000000000,2019-02-27,1
116715,10.0000000000,2019-02-27,4
116716,10.0000000000,2019-02-27,3
116717,8.0000000000,2019-02-27,2
116718,12.0000000000,2019-02-27,1
116719,8.0000000000,2019-02-27,2
116720,12.0000000000,2019-02-27,1
116721,8.0000000000,2019-02-27,2
116722,12.0000000000,2019-02-27,1
116723,12.0000000000,2019-02-27,1
116724,10.0000000000,2019-02-27,4
116725,10.0000000000,2019-02-27,3
116726,8.0000000000,2019-02-27,2
116727,8.0000000000,2019-02-27,2
116728,8.0000000000,2019-02-27,2
116729,12.0000000000,2019-02-27,1
116730,10.0000000000,2019-02-27,3
116731,8.0000000000,2019-02-27,2
116732,12.0000000000,2019-02-27,1
116733,10.0000000000,2019-02-27,4
116734,8.0000000000,2019-02-27,2
116735,10.0000000000,2019-02-27,3
116736,10.0000000000,2019-02-27,4
116737,10.0000000000,2019-02-27,4
116738,10.0000000000,2019-02-27,3
116739,12.0000000000,2019-02-27,1
116740,10.0000000000,2019-02-27,4
116741,10.0000000000,2019-02-27,3
116742,12.0000000000,2019-02-27,1
116743,10.0000000000,2019-02-27,4
116744,10.0000000000,2019-02-27,3
116745,12.0000000000,2019-02-27,1
116746,12.0000000000,2019-02-27,1
116747,8.0000000000,2019-02-27,2
116748,10.0000000000,2019-02-27,3
116749,12.0000000000,2019-02-27,1
116750,10.0000000000,2019-02-27,4
116751,10.0000000000,2019-02-27,4
116752,10.0000000000,2019-02-27,3
116753,10.0000000000,2019-02-27,4
116754,12.0000000000,2019-02-27,1
116755,10.0000000000,2019-02-27,4
116756,8.0000000000,2019-02-27,2
116757,12.0000000000,2019-02-27,1
116758,10.0000000000,2019-02-27,4
116759,8.0000000000,2019-02-27,2
116760,12.0000000000,2019-02-27,1
116761,12.0000000000,2019-02-27,1
116762,8.0000000000,2019-02-28,2
116763,8.0000000000,2019-02-28,2
116764,12.0000000000,2019-02-28,1
116765,8.0000000000,2019-02-28,2
116766,8.0000000000,2019-02-28,2
116767,12.0000000000,2019-02-28,1
116768,10.0000000000,2019-02-28,4
116769,10.0000000000,2019-02-28,4
116770,12.0000000000,2019-02-28,1
116771,10.0000000000,2019-02-28,4
116772,10.0000000000,2019-02-28,4
116773,10.0000000000,2019-02-28,3
116774,10.0000000000,2019-02-28,4
116775,10.0000000000,2019-02-28,4
116776,10.0000000000,2019-02-28,3
116777,10.0000000000,2019-02-28,3
116778,10.0000000000,2019-02-28,4
116779,10.0000000000,2019-02-28,3
116780,10.0000000000,2019-02-28,3
116781,8.0000000000,2019-02-28,2
116782,10.0000000000,2019-02-28,4
116783,10.0000000000,2019-02-28,3
116784,8.0000000000,2019-02-28,2
116785,10.0000000000,2019-02-28,4
116786,10.0000000000,2019-02-28,3
116787,8.0000000000,2019-02-28,2
116788,8.0000000000,2019-02-28,2
116789,12.0000000000,2019-02-28,1
116790,10.0000000000,2019-02-28,3
116791,8.0000000000,2019-02-28,2
116792,12.0000000000,2019-02-28,1
116793,10.0000000000,2019-02-28,4
116794,8.0000000000,2019-02-28,2
116795,12.0000000000,2019-02-28,1
116796,10.0000000000,2019-02-28,4
116797,10.0000000000,2019-02-28,3
116798,10.0000000000,2019-02-28,3
116799,12.0000000000,2019-02-28,1
116800,10.0000000000,2019-02-28,4
116801,10.0000000000,2019-02-28,3
116802,12.0000000000,2019-02-28,1
116803,10.0000000000,2019-02-28,4
116804,10.0000000000,2019-02-28,3
116805,12.0000000000,2019-02-28,1
116806,8.0000000000,2019-02-28,2
116807,10.0000000000,2019-02-28,4
116808,10.0000000000,2019-02-28,3
116809,8.0000000000,2019-02-28,2
116810,10.0000000000,2019-02-28,4
116811,10.0000000000,2019-02-28,4
116812,10.0000000000,2019-02-28,3
116813,10.0000000000,2019-03-01,4
116814,10.0000000000,2019-03-01,4
116815,12.0000000000,2019-03-01,1
116816,12.0000000000,2019-03-01,1
116817,10.0000000000,2019-03-01,4
116818,8.0000000000,2019-03-01,2
116819,12.0000000000,2019-03-01,1
116820,10.0000000000,2019-03-01,4
116821,10.0000000000,2019-03-01,4
116822,10.0000000000,2019-03-01,3
116823,10.0000000000,2019-03-01,4
116824,10.0000000000,2019-03-01,4
116825,10.0000000000,2019-03-01,3
116826,12.0000000000,2019-03-01,1
116827,10.0000000000,2019-03-01,4
116828,10.0000000000,2019-03-01,3
116829,12.0000000000,2019-03-01,1
116830,10.0000000000,2019-03-01,4
116831,10.0000000000,2019-03-01,3
116832,10.0000000000,2019-03-01,3
116833,12.0000000000,2019-03-01,1
116834,10.0000000000,2019-03-01,4
116835,10.0000000000,2019-03-01,3
116836,12.0000000000,2019-03-01,1
116837,10.0000000000,2019-03-01,4
116838,10.0000000000,2019-03-01,4
116839,10.0000000000,2019-03-01,3
116840,10.0000000000,2019-03-01,4
116841,12.0000000000,2019-03-01,1
116842,10.0000000000,2019-03-01,3
116843,8.0000000000,2019-03-01,2
116844,12.0000000000,2019-03-01,1
116845,10.0000000000,2019-03-01,4
116846,8.0000000000,2019-03-01,2
116847,12.0000000000,2019-03-01,1
116848,12.0000000000,2019-03-01,1
116849,8.0000000000,2019-03-01,2
116850,10.0000000000,2019-03-01,3
116851,12.0000000000,2019-03-01,1
116852,10.0000000000,2019-03-01,4
116853,10.0000000000,2019-03-01,3
116854,12.0000000000,2019-03-01,1
116855,10.0000000000,2019-03-01,4
116856,10.0000000000,2019-03-01,4
116857,10.0000000000,2019-03-01,4
116858,10.0000000000,2019-03-01,4
116859,12.0000000000,2019-03-01,1
116860,10.0000000000,2019-03-01,3
116861,8.0000000000,2019-03-01,2
116862,10.0000000000,2019-03-01,3
116863,10.0000000000,2019-03-01,3
116864,10.0000000000,2019-03-01,4
116865,10.0000000000,2019-03-01,3
116866,8.0000000000,2019-03-01,2
116867,10.0000000000,2019-03-01,3
116868,10.0000000000,2019-03-01,3
116869,8.0000000000,2019-03-01,2
116870,8.0000000000,2019-03-01,2
116871,10.0000000000,2019-03-01,3
116872,8.0000000000,2019-03-01,2
116873,8.0000000000,2019-03-01,2
116874,12.0000000000,2019-03-01,1
116875,10.0000000000,2019-03-01,3
116876,8.0000000000,2019-03-01,2
116877,12.0000000000,2019-03-01,1
116878,10.0000000000,2019-03-01,4
116879,10.0000000000,2019-03-01,4
116880,12.0000000000,2019-03-01,1
116881,10.0000000000,2019-03-01,4
116882,10.0000000000,2019-03-01,4
116883,8.0000000000,2019-03-01,2
116884,12.0000000000,2019-03-01,1
116885,10.0000000000,2019-03-01,4
116886,8.0000000000,2019-03-01,2
116887,12.0000000000,2019-03-01,1
116888,8.0000000000,2019-03-01,2
116889,10.0000000000,2019-03-01,3
116890,10.0000000000,2019-03-01,4
116891,12.0000000000,2019-03-01,1
116892,12.0000000000,2019-03-01,1
116893,10.0000000000,2019-03-01,4
116894,8.0000000000,2019-03-01,2
116895,10.0000000000,2019-03-01,3
116896,10.0000000000,2019-03-01,4
116897,10.0000000000,2019-03-01,3
116898,8.0000000000,2019-03-01,2
116899,8.0000000000,2019-03-01,2
116900,10.0000000000,2019-03-01,4
116901,10.0000000000,2019-03-01,3
116902,8.0000000000,2019-03-01,2
116903,10.0000000000,2019-03-01,4
116904,12.0000000000,2019-03-01,1
116905,8.0000000000,2019-03-01,2
116906,8.0000000000,2019-03-01,2
116907,12.0000000000,2019-03-01,1
116908,10.0000000000,2019-03-01,3
116909,8.0000000000,2019-03-01,2
116910,12.0000000000,2019-03-01,1
116911,10.0000000000,2019-03-01,4
116912,8.0000000000,2019-03-01,2
116913,10.0000000000,2019-03-01,3
116914,10.0000000000,2019-03-01,4
116915,10.0000000000,2019-03-01,3
116916,10.0000000000,2019-03-01,3
116917,8.0000000000,2019-03-01,2
116918,10.0000000000,2019-03-01,4
116919,10.0000000000,2019-03-01,3
116920,8.0000000000,2019-03-01,2
116921,10.0000000000,2019-03-01,4
116922,12.0000000000,2019-03-01,1
116923,10.0000000000,2019-03-01,4
116924,10.0000000000,2019-03-01,3
116925,12.0000000000,2019-03-01,1
116926,10.0000000000,2019-03-02,4
116927,10.0000000000,2019-03-02,3
116928,12.0000000000,2019-03-02,1
116929,8.0000000000,2019-03-02,2
116930,10.0000000000,2019-03-02,3
116931,8.0000000000,2019-03-02,2
116932,8.0000000000,2019-03-02,2
116933,10.0000000000,2019-03-02,4
116934,10.0000000000,2019-03-02,3
116935,8.0000000000,2019-03-02,2
116936,12.0000000000,2019-03-02,1
116937,10.0000000000,2019-03-02,3
116938,10.0000000000,2019-03-02,4
116939,10.0000000000,2019-03-02,3
116940,10.0000000000,2019-03-02,4
116941,10.0000000000,2019-03-02,4
116942,10.0000000000,2019-03-02,3
116943,8.0000000000,2019-03-02,2
116944,10.0000000000,2019-03-02,4
116945,12.0000000000,2019-03-02,1
116946,8.0000000000,2019-03-02,2
116947,10.0000000000,2019-03-02,3
116948,10.0000000000,2019-03-02,4
116949,10.0000000000,2019-03-02,4
116950,10.0000000000,2019-03-02,3
116951,10.0000000000,2019-03-02,4
116952,8.0000000000,2019-03-02,2
116953,10.0000000000,2019-03-02,3
116954,10.0000000000,2019-03-02,3
116955,8.0000000000,2019-03-02,2
116956,12.0000000000,2019-03-02,1
116957,8.0000000000,2019-03-02,2
116958,10.0000000000,2019-03-02,3
116959,8.0000000000,2019-03-02,2
116960,12.0000000000,2019-03-02,1
116961,10.0000000000,2019-03-02,3
116962,10.0000000000,2019-03-02,3
116963,8.0000000000,2019-03-02,2
116964,12.0000000000,2019-03-02,1
116965,8.0000000000,2019-03-02,2
116966,10.0000000000,2019-03-02,3
116967,12.0000000000,2019-03-02,1
116968,10.0000000000,2019-03-02,4
116969,10.0000000000,2019-03-02,3
116970,12.0000000000,2019-03-02,1
116971,10.0000000000,2019-03-02,4
116972,10.0000000000,2019-03-02,4
116973,12.0000000000,2019-03-02,1
116974,10.0000000000,2019-03-02,4
116975,10.0000000000,2019-03-02,4
116976,10.0000000000,2019-03-02,3
116977,10.0000000000,2019-03-02,3
116978,8.0000000000,2019-03-02,2
116979,10.0000000000,2019-03-02,3
116980,10.0000000000,2019-03-02,3
116981,8.0000000000,2019-03-02,2
116982,10.0000000000,2019-03-02,3
116983,8.0000000000,2019-03-02,2
116984,10.0000000000,2019-03-02,3
116985,8.0000000000,2019-03-02,2
116986,10.0000000000,2019-03-02,4
116987,10.0000000000,2019-03-02,4
116988,10.0000000000,2019-03-02,3
116989,8.0000000000,2019-03-02,2
116990,10.0000000000,2019-03-02,3
116991,10.0000000000,2019-03-02,4
116992,8.0000000000,2019-03-02,2
116993,12.0000000000,2019-03-02,1
116994,10.0000000000,2019-03-02,4
116995,8.0000000000,2019-03-02,2
116996,12.0000000000,2019-03-02,1
116997,12.0000000000,2019-03-02,1
116998,10.0000000000,2019-03-02,4
116999,12.0000000000,2019-03-02,1
117000,12.0000000000,2019-03-02,1
117001,10.0000000000,2019-03-02,4
117002,10.0000000000,2019-03-02,4
117003,10.0000000000,2019-03-02,3
117004,10.0000000000,2019-03-02,4
117005,10.0000000000,2019-03-02,4
117006,10.0000000000,2019-03-02,3
117007,8.0000000000,2019-03-02,2
117008,10.0000000000,2019-03-02,4
117009,8.0000000000,2019-03-02,2
117010,8.0000000000,2019-03-02,2
117011,12.0000000000,2019-03-02,1
117012,8.0000000000,2019-03-02,2
117013,12.0000000000,2019-03-02,1
117014,12.0000000000,2019-03-02,1
117015,10.0000000000,2019-03-02,4
117016,12.0000000000,2019-03-02,1
117017,8.0000000000,2019-03-02,2
117018,12.0000000000,2019-03-02,1
117019,10.0000000000,2019-03-02,3
117020,10.0000000000,2019-03-03,3
117021,8.0000000000,2019-03-03,2
117022,10.0000000000,2019-03-03,3
117023,8.0000000000,2019-03-03,2
117024,8.0000000000,2019-03-03,2
117025,10.0000000000,2019-03-03,3
117026,12.0000000000,2019-03-03,1
117027,10.0000000000,2019-03-03,4
117028,12.0000000000,2019-03-03,1
117029,10.0000000000,2019-03-03,4
117030,10.0000000000,2019-03-03,4
117031,10.0000000000,2019-03-03,3
117032,10.0000000000,2019-03-03,4
117033,10.0000000000,2019-03-03,4
117034,10.0000000000,2019-03-03,3
117035,10.0000000000,2019-03-03,3
117036,8.0000000000,2019-03-03,2
117037,8.0000000000,2019-03-03,2
117038,12.0000000000,2019-03-03,1
117039,8.0000000000,2019-03-03,2
117040,10.0000000000,2019-03-03,3
117041,8.0000000000,2019-03-03,2
117042,10.0000000000,2019-03-03,4
117043,10.0000000000,2019-03-03,3
117044,10.0000000000,2019-03-03,3
117045,8.0000000000,2019-03-03,2
117046,10.0000000000,2019-03-03,3
117047,10.0000000000,2019-03-03,4
117048,8.0000000000,2019-03-03,2
117049,12.0000000000,2019-03-03,1
117050,10.0000000000,2019-03-03,4
117051,10.0000000000,2019-03-03,3
117052,8.0000000000,2019-03-03,2
117053,12.0000000000,2019-03-03,1
117054,12.0000000000,2019-03-03,1
117055,10.0000000000,2019-03-03,4
117056,8.0000000000,2019-03-03,2
117057,12.0000000000,2019-03-03,1
117058,10.0000000000,2019-03-03,4
117059,10.0000000000,2019-03-03,3
117060,12.0000000000,2019-03-03,1
117061,8.0000000000,2019-03-03,2
117062,10.0000000000,2019-03-03,4
117063,10.0000000000,2019-03-03,3
117064,8.0000000000,2019-03-03,2
117065,12.0000000000,2019-03-03,1
117066,10.0000000000,2019-03-03,4
117067,8.0000000000,2019-03-03,2
117068,10.0000000000,2019-03-03,3
117069,8.0000000000,2019-03-03,2
117070,10.0000000000,2019-03-03,4
117071,10.0000000000,2019-03-03,4
117072,10.0000000000,2019-03-03,3
117073,8.0000000000,2019-03-03,2
117074,12.0000000000,2019-03-03,1
117075,10.0000000000,2019-03-03,3
117076,8.0000000000,2019-03-03,2
117077,8.0000000000,2019-03-03,2
117078,12.0000000000,2019-03-03,1
117079,8.0000000000,2019-03-03,2
117080,10.0000000000,2019-03-03,3
117081,12.0000000000,2019-03-03,1
117082,12.0000000000,2019-03-03,1
117083,10.0000000000,2019-03-03,4
117084,10.0000000000,2019-03-03,3
117085,10.0000000000,2019-03-03,4
117086,10.0000000000,2019-03-03,3
117087,10.0000000000,2019-03-04,3
117088,8.0000000000,2019-03-04,2
117089,12.0000000000,2019-03-04,1
117090,10.0000000000,2019-03-04,4
117091,10.0000000000,2019-03-04,3
117092,12.0000000000,2019-03-04,1
117093,10.0000000000,2019-03-04,4
117094,10.0000000000,2019-03-04,4
117095,10.0000000000,2019-03-04,3
117096,8.0000000000,2019-03-04,2
117097,12.0000000000,2019-03-04,1
117098,10.0000000000,2019-03-04,4
117099,10.0000000000,2019-03-04,3
117100,12.0000000000,2019-03-04,1
117101,8.0000000000,2019-03-04,2
117102,10.0000000000,2019-03-04,3
117103,10.0000000000,2019-03-04,4
117104,12.0000000000,2019-03-04,1
117105,10.0000000000,2019-03-04,4
117106,10.0000000000,2019-03-04,4
117107,10.0000000000,2019-03-04,3
117108,8.0000000000,2019-03-04,2
117109,12.0000000000,2019-03-04,1
117110,12.0000000000,2019-03-04,1
117111,10.0000000000,2019-03-04,4
117112,10.0000000000,2019-03-04,3
117113,8.0000000000,2019-03-04,2
117114,12.0000000000,2019-03-04,1
117115,10.0000000000,2019-03-04,4
117116,10.0000000000,2019-03-04,3
117117,12.0000000000,2019-03-04,1
117118,8.0000000000,2019-03-04,2
117119,10.0000000000,2019-03-04,4
117120,10.0000000000,2019-03-04,3
117121,8.0000000000,2019-03-04,2
117122,12.0000000000,2019-03-04,1
117123,10.0000000000,2019-03-04,3
117124,8.0000000000,2019-03-04,2
117125,12.0000000000,2019-03-04,1
117126,10.0000000000,2019-03-04,4
117127,10.0000000000,2019-03-04,4
117128,10.0000000000,2019-03-04,3
117129,12.0000000000,2019-03-04,1
117130,10.0000000000,2019-03-04,4
117131,10.0000000000,2019-03-04,3
117132,12.0000000000,2019-03-04,1
117133,10.0000000000,2019-03-04,4
117134,12.0000000000,2019-03-04,1
117135,8.0000000000,2019-03-04,2
117136,12.0000000000,2019-03-04,1
117137,12.0000000000,2019-03-04,1
117138,10.0000000000,2019-03-04,4
117139,8.0000000000,2019-03-04,2
117140,12.0000000000,2019-03-04,1
117141,10.0000000000,2019-03-04,4
117142,10.0000000000,2019-03-04,3
117143,10.0000000000,2019-03-04,3
117144,8.0000000000,2019-03-04,2
117145,10.0000000000,2019-03-04,4
117146,10.0000000000,2019-03-04,3
117147,10.0000000000,2019-03-04,4
117148,10.0000000000,2019-03-04,3
117149,12.0000000000,2019-03-04,1
117150,10.0000000000,2019-03-04,4
117151,10.0000000000,2019-03-04,4
117152,10.0000000000,2019-03-04,3
117153,8.0000000000,2019-03-04,2
117154,12.0000000000,2019-03-04,1
117155,10.0000000000,2019-03-04,4
117156,10.0000000000,2019-03-05,3
117157,8.0000000000,2019-03-05,2
117158,8.0000000000,2019-03-05,2
117159,12.0000000000,2019-03-05,1
117160,8.0000000000,2019-03-05,2
117161,12.0000000000,2019-03-05,1
117162,12.0000000000,2019-03-05,1
117163,10.0000000000,2019-03-05,3
117164,8.0000000000,2019-03-05,2
117165,12.0000000000,2019-03-05,1
117166,8.0000000000,2019-03-05,2
117167,10.0000000000,2019-03-05,3
117168,10.0000000000,2019-03-05,4
117169,10.0000000000,2019-03-05,3
117170,8.0000000000,2019-03-05,2
117171,12.0000000000,2019-03-05,1
117172,10.0000000000,2019-03-05,3
117173,8.0000000000,2019-03-05,2
117174,8.0000000000,2019-03-05,2
117175,12.0000000000,2019-03-05,1
117176,10.0000000000,2019-03-05,4
117177,10.0000000000,2019-03-05,3
117178,8.0000000000,2019-03-05,2
117179,12.0000000000,2019-03-05,1
117180,10.0000000000,2019-03-05,3
117181,8.0000000000,2019-03-05,2
117182,10.0000000000,2019-03-05,3
117183,10.0000000000,2019-03-05,4
117184,10.0000000000,2019-03-05,3
117185,8.0000000000,2019-03-05,2
117186,8.0000000000,2019-03-05,2
117187,12.0000000000,2019-03-05,1
117188,10.0000000000,2019-03-05,3
117189,10.0000000000,2019-03-05,4
117190,12.0000000000,2019-03-05,1
117191,12.0000000000,2019-03-05,1
117192,10.0000000000,2019-03-05,4
117193,10.0000000000,2019-03-05,3
117194,10.0000000000,2019-03-05,4
117195,10.0000000000,2019-03-05,3
117196,10.0000000000,2019-03-05,3
117197,8.0000000000,2019-03-05,2
117198,8.0000000000,2019-03-05,2
117199,12.0000000000,2019-03-05,1
117200,8.0000000000,2019-03-05,2
117201,12.0000000000,2019-03-05,1
117202,10.0000000000,2019-03-05,4
117203,10.0000000000,2019-03-05,4
117204,10.0000000000,2019-03-05,3
117205,10.0000000000,2019-03-05,3
117206,8.0000000000,2019-03-05,2
117207,10.0000000000,2019-03-05,3
117208,8.0000000000,2019-03-05,2
117209,8.0000000000,2019-03-05,2
117210,12.0000000000,2019-03-05,1
117211,8.0000000000,2019-03-05,2
117212,10.0000000000,2019-03-05,3
117213,8.0000000000,2019-03-05,2
117214,12.0000000000,2019-03-05,1
117215,10.0000000000,2019-03-05,3
117216,8.0000000000,2019-03-05,2
117217,8.0000000000,2019-03-05,2
117218,12.0000000000,2019-03-05,1
117219,10.0000000000,2019-03-05,4
117220,10.0000000000,2019-03-05,3
117221,12.0000000000,2019-03-05,1
117222,10.0000000000,2019-03-05,4
117223,10.0000000000,2019-03-05,4
117224,10.0000000000,2019-03-05,3
117225,8.0000000000,2019-03-05,2
117226,12.0000000000,2019-03-05,1
117227,10.0000000000,2019-03-05,4
117228,10.0000000000,2019-03-05,3
117229,8.0000000000,2019-03-05,2
117230,10.0000000000,2019-03-05,4
117231,12.0000000000,2019-03-05,1
117232,10.0000000000,2019-03-05,4
117233,12.0000000000,2019-03-05,1
117234,10.0000000000,2019-03-05,4
117235,10.0000000000,2019-03-05,4
117236,10.0000000000,2019-03-05,3
117237,12.0000000000,2019-03-05,1
117238,8.0000000000,2019-03-05,2
117239,10.0000000000,2019-03-05,3
117240,8.0000000000,2019-03-05,2
117241,12.0000000000,2019-03-06,1
117242,8.0000000000,2019-03-06,2
117243,12.0000000000,2019-03-06,1
117244,10.0000000000,2019-03-06,4
117245,8.0000000000,2019-03-06,2
117246,12.0000000000,2019-03-06,1
117247,12.0000000000,2019-03-06,1
117248,10.0000000000,2019-03-06,4
117249,8.0000000000,2019-03-06,2
117250,12.0000000000,2019-03-06,1
117251,12.0000000000,2019-03-06,1
117252,10.0000000000,2019-03-06,4
117253,10.0000000000,2019-03-06,3
117254,12.0000000000,2019-03-06,1
117255,8.0000000000,2019-03-06,2
117256,12.0000000000,2019-03-06,1
117257,8.0000000000,2019-03-06,2
117258,12.0000000000,2019-03-06,1
117259,12.0000000000,2019-03-06,1
117260,10.0000000000,2019-03-06,4
117261,10.0000000000,2019-03-06,3
117262,10.0000000000,2019-03-06,3
117263,8.0000000000,2019-03-07,2
117264,12.0000000000,2019-03-07,1
117265,8.0000000000,2019-03-07,2
117266,10.0000000000,2019-03-07,3
117267,8.0000000000,2019-03-07,2
117268,12.0000000000,2019-03-07,1
117269,10.0000000000,2019-03-07,4
